"District","FIPS","Year","Variable","Measure Type","Value"
"Cooperative Educational Services","","2016-2017","Suspensions","Percent","5.1"
"Cooperative Educational Services","","2017-2018","Suspensions","Percent","4.0"
"Cooperative Educational Services","","2018-2019","Suspensions","Percent","4.2"
"Cooperative Educational Services","","2019-2020","Suspensions","Percent","4.4"
"Cornwall School District","","2009-2010","Suspensions","Percent","-6666"
"Cornwall School District","","2010-2011","Suspensions","Percent","-9999"
"Cornwall School District","","2011-2012","Suspensions","Percent","-6666"
"Cornwall School District","","2012-2013","Suspensions","Percent","-6666"
"Cornwall School District","","2013-2014","Suspensions","Percent","-6666"
"Cornwall School District","","2014-2015","Suspensions","Percent","-9999"
"Cornwall School District","","2015-2016","Suspensions","Percent","-9999"
"Cornwall School District","","2016-2017","Suspensions","Percent","-9999"
"Cornwall School District","","2017-2018","Suspensions","Percent","-9999"
"Cornwall School District","","2018-2019","Suspensions","Percent","-9999"
"Cornwall School District","","2019-2020","Suspensions","Percent","-9999"
"Coventry School District","","2009-2010","Suspensions","Percent","9.7"
"Coventry School District","","2010-2011","Suspensions","Percent","10.1"
"Coventry School District","","2011-2012","Suspensions","Percent","5.8"
"Coventry School District","","2012-2013","Suspensions","Percent","4.5"
"Coventry School District","","2013-2014","Suspensions","Percent","4.4"
"Coventry School District","","2014-2015","Suspensions","Percent","3.6"
"Coventry School District","","2015-2016","Suspensions","Percent","2.8"
"Coventry School District","","2016-2017","Suspensions","Percent","1.8"
"Coventry School District","","2017-2018","Suspensions","Percent","2.4"
"Coventry School District","","2018-2019","Suspensions","Percent","3.3"
"Coventry School District","","2019-2020","Suspensions","Percent","1.9"
"Cromwell School District","","2009-2010","Suspensions","Percent","8.7"
"Cromwell School District","","2010-2011","Suspensions","Percent","9.2"
"Cromwell School District","","2011-2012","Suspensions","Percent","9.2"
"Cromwell School District","","2012-2013","Suspensions","Percent","7.3"
"Cromwell School District","","2013-2014","Suspensions","Percent","7.0"
"Cromwell School District","","2014-2015","Suspensions","Percent","6.9"
"Cromwell School District","","2015-2016","Suspensions","Percent","6.5"
"Cromwell School District","","2016-2017","Suspensions","Percent","5.8"
"Cromwell School District","","2017-2018","Suspensions","Percent","6.3"
"Cromwell School District","","2018-2019","Suspensions","Percent","6.2"
"Cromwell School District","","2019-2020","Suspensions","Percent","4.5"
"Danbury School District","900118500","2009-2010","Suspensions","Percent","10.0"
"Danbury School District","900118500","2010-2011","Suspensions","Percent","10.5"
"Danbury School District","900118500","2011-2012","Suspensions","Percent","9.9"
"Danbury School District","900118500","2012-2013","Suspensions","Percent","10.1"
"Danbury School District","900118500","2013-2014","Suspensions","Percent","8.5"
"Danbury School District","900118500","2014-2015","Suspensions","Percent","9.9"
"Danbury School District","900118500","2015-2016","Suspensions","Percent","7.2"
"Danbury School District","900118500","2016-2017","Suspensions","Percent","8.4"
"Danbury School District","900118500","2017-2018","Suspensions","Percent","8.1"
"Danbury School District","900118500","2018-2019","Suspensions","Percent","7.1"
"Danbury School District","900118500","2019-2020","Suspensions","Percent","5.0"
"Darien School District","900118850","2009-2010","Suspensions","Percent","1.1"
"Darien School District","900118850","2010-2011","Suspensions","Percent","1.2"
"Darien School District","900118850","2011-2012","Suspensions","Percent","1.0"
"Darien School District","900118850","2012-2013","Suspensions","Percent","0.7"
"Darien School District","900118850","2013-2014","Suspensions","Percent","1.4"
"Darien School District","900118850","2014-2015","Suspensions","Percent","1.0"
"Darien School District","900118850","2015-2016","Suspensions","Percent","0.7"
"Darien School District","900118850","2016-2017","Suspensions","Percent","1.1"
"Darien School District","900118850","2017-2018","Suspensions","Percent","1.6"
"Darien School District","900118850","2018-2019","Suspensions","Percent","1.2"
"Darien School District","900118850","2019-2020","Suspensions","Percent","0.9"
"Deep River School District","","2009-2010","Suspensions","Percent","-9999"
"Deep River School District","","2010-2011","Suspensions","Percent","-9999"
"Deep River School District","","2011-2012","Suspensions","Percent","-9999"
"Deep River School District","","2012-2013","Suspensions","Percent","-9999"
"Deep River School District","","2013-2014","Suspensions","Percent","-9999"
"Deep River School District","","2014-2015","Suspensions","Percent","-9999"
"Deep River School District","","2015-2016","Suspensions","Percent","2.9"
"Deep River School District","","2016-2017","Suspensions","Percent","-9999"
"Deep River School District","","2017-2018","Suspensions","Percent","-9999"
"Deep River School District","","2018-2019","Suspensions","Percent","-9999"
"Deep River School District","","2019-2020","Suspensions","Percent","-6666"
"Department of Mental Health and Addiction Services","","2009-2010","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2010-2011","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2011-2012","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2012-2013","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2013-2014","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2014-2015","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2015-2016","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2016-2017","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2017-2018","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2018-2019","Suspensions","Percent","-9999"
"Department of Mental Health and Addiction Services","","2019-2020","Suspensions","Percent","-9999"
"Derby School District","900919550","2009-2010","Suspensions","Percent","15.4"
"Derby School District","900919550","2010-2011","Suspensions","Percent","10.6"
"Derby School District","900919550","2011-2012","Suspensions","Percent","8.5"
"Derby School District","900919550","2012-2013","Suspensions","Percent","10.6"
"Derby School District","900919550","2013-2014","Suspensions","Percent","12.0"
"Derby School District","900919550","2014-2015","Suspensions","Percent","12.8"
"Derby School District","900919550","2015-2016","Suspensions","Percent","10.8"
"Derby School District","900919550","2016-2017","Suspensions","Percent","11.4"
"Derby School District","900919550","2017-2018","Suspensions","Percent","12.3"
"Derby School District","900919550","2018-2019","Suspensions","Percent","13.8"
"Derby School District","900919550","2019-2020","Suspensions","Percent","11.7"
"East Granby School District","900322070","2009-2010","Suspensions","Percent","4.5"
"East Granby School District","900322070","2010-2011","Suspensions","Percent","4.0"
"East Granby School District","900322070","2011-2012","Suspensions","Percent","2.9"
"East Granby School District","900322070","2012-2013","Suspensions","Percent","3.3"
"East Granby School District","900322070","2013-2014","Suspensions","Percent","3.7"
"East Granby School District","900322070","2014-2015","Suspensions","Percent","4.2"
"East Granby School District","900322070","2015-2016","Suspensions","Percent","6.6"
"East Granby School District","900322070","2016-2017","Suspensions","Percent","4.6"
"East Granby School District","900322070","2017-2018","Suspensions","Percent","5.1"
"East Granby School District","900322070","2018-2019","Suspensions","Percent","5.1"
"East Granby School District","900322070","2019-2020","Suspensions","Percent","3.4"
"East Haddam School District","","2009-2010","Suspensions","Percent","3.1"
"East Haddam School District","","2010-2011","Suspensions","Percent","2.9"
"East Haddam School District","","2011-2012","Suspensions","Percent","3.7"
"East Haddam School District","","2012-2013","Suspensions","Percent","-6666"
"East Haddam School District","","2013-2014","Suspensions","Percent","-6666"
"East Haddam School District","","2014-2015","Suspensions","Percent","2.4"
"East Haddam School District","","2015-2016","Suspensions","Percent","2.1"
"East Haddam School District","","2016-2017","Suspensions","Percent","4.0"
"East Haddam School District","","2017-2018","Suspensions","Percent","5.1"
"East Haddam School District","","2018-2019","Suspensions","Percent","4.3"
"East Haddam School District","","2019-2020","Suspensions","Percent","1.3"
"East Hampton School District","900722490","2009-2010","Suspensions","Percent","3.5"
"East Hampton School District","900722490","2010-2011","Suspensions","Percent","3.4"
"East Hampton School District","900722490","2011-2012","Suspensions","Percent","3.8"
"East Hampton School District","900722490","2012-2013","Suspensions","Percent","3.0"
"East Hampton School District","900722490","2013-2014","Suspensions","Percent","3.8"
"East Hampton School District","900722490","2014-2015","Suspensions","Percent","2.4"
"East Hampton School District","900722490","2015-2016","Suspensions","Percent","3.3"
"East Hampton School District","900722490","2016-2017","Suspensions","Percent","3.1"
"East Hampton School District","900722490","2017-2018","Suspensions","Percent","2.9"
"East Hampton School District","900722490","2018-2019","Suspensions","Percent","4.5"
"East Hampton School District","900722490","2019-2020","Suspensions","Percent","2.2"
"East Hartford School District","900322630","2009-2010","Suspensions","Percent","20.7"
"East Hartford School District","900322630","2010-2011","Suspensions","Percent","21.3"
"East Hartford School District","900322630","2011-2012","Suspensions","Percent","21.9"
"East Hartford School District","900322630","2012-2013","Suspensions","Percent","17.7"
"East Hartford School District","900322630","2013-2014","Suspensions","Percent","17.0"
"East Hartford School District","900322630","2014-2015","Suspensions","Percent","15.9"
"East Hartford School District","900322630","2015-2016","Suspensions","Percent","12.5"
"East Hartford School District","900322630","2016-2017","Suspensions","Percent","11.7"
"East Hartford School District","900322630","2017-2018","Suspensions","Percent","12.0"
"East Hartford School District","900322630","2018-2019","Suspensions","Percent","13.8"
"East Hartford School District","900322630","2019-2020","Suspensions","Percent","9.6"
"East Haven School District","900922910","2009-2010","Suspensions","Percent","11.1"
"East Haven School District","900922910","2010-2011","Suspensions","Percent","11.9"
"East Haven School District","900922910","2011-2012","Suspensions","Percent","11.3"
"East Haven School District","900922910","2012-2013","Suspensions","Percent","8.5"
"East Haven School District","900922910","2013-2014","Suspensions","Percent","7.3"
"East Haven School District","900922910","2014-2015","Suspensions","Percent","6.1"
"East Haven School District","900922910","2015-2016","Suspensions","Percent","8.0"
"East Haven School District","900922910","2016-2017","Suspensions","Percent","9.1"
"East Haven School District","900922910","2017-2018","Suspensions","Percent","7.5"
"East Haven School District","900922910","2018-2019","Suspensions","Percent","5.3"
"East Haven School District","900922910","2019-2020","Suspensions","Percent","5.0"
"East Lyme School District","901123400","2009-2010","Suspensions","Percent","3.4"
"East Lyme School District","901123400","2010-2011","Suspensions","Percent","3.3"
"East Lyme School District","901123400","2011-2012","Suspensions","Percent","3.7"
"East Lyme School District","901123400","2012-2013","Suspensions","Percent","3.0"
"East Lyme School District","901123400","2013-2014","Suspensions","Percent","2.8"
"East Lyme School District","901123400","2014-2015","Suspensions","Percent","3.4"
"East Lyme School District","901123400","2015-2016","Suspensions","Percent","3.1"
"East Lyme School District","901123400","2016-2017","Suspensions","Percent","2.2"
"East Lyme School District","901123400","2017-2018","Suspensions","Percent","3.1"
"East Lyme School District","901123400","2018-2019","Suspensions","Percent","3.1"
"East Lyme School District","901123400","2019-2020","Suspensions","Percent","2.4"
"East Windsor School District","900324800","2009-2010","Suspensions","Percent","11.7"
"East Windsor School District","900324800","2010-2011","Suspensions","Percent","12.8"
"East Windsor School District","900324800","2011-2012","Suspensions","Percent","12.7"
"East Windsor School District","900324800","2012-2013","Suspensions","Percent","10.9"
"East Windsor School District","900324800","2013-2014","Suspensions","Percent","11.0"
"East Windsor School District","900324800","2014-2015","Suspensions","Percent","8.2"
"East Windsor School District","900324800","2015-2016","Suspensions","Percent","7.6"
"East Windsor School District","900324800","2016-2017","Suspensions","Percent","9.2"
"East Windsor School District","900324800","2017-2018","Suspensions","Percent","11.7"
"East Windsor School District","900324800","2018-2019","Suspensions","Percent","9.4"
"East Windsor School District","900324800","2019-2020","Suspensions","Percent","6.3"
"Eastern Connecticut Regional Educational Services","","2009-2010","Suspensions","Percent","15.7"
"Eastern Connecticut Regional Educational Services","","2010-2011","Suspensions","Percent","10.0"
"Eastern Connecticut Regional Educational Services","","2011-2012","Suspensions","Percent","8.8"
"Eastern Connecticut Regional Educational Services","","2012-2013","Suspensions","Percent","10.2"
"Eastern Connecticut Regional Educational Services","","2013-2014","Suspensions","Percent","-6666"
"Eastern Connecticut Regional Educational Services","","2014-2015","Suspensions","Percent","15.6"
"Eastern Connecticut Regional Educational Services","","2015-2016","Suspensions","Percent","13.4"
"Eastern Connecticut Regional Educational Services","","2016-2017","Suspensions","Percent","11.7"
"Eastern Connecticut Regional Educational Services","","2017-2018","Suspensions","Percent","11.5"
"Eastern Connecticut Regional Educational Services","","2018-2019","Suspensions","Percent","9.0"
"Eastern Connecticut Regional Educational Services","","2019-2020","Suspensions","Percent","9.0"
"Eastford School District","","2009-2010","Suspensions","Percent","-9999"
"Eastford School District","","2010-2011","Suspensions","Percent","-9999"
"Eastford School District","","2011-2012","Suspensions","Percent","3.4"
"Eastford School District","","2012-2013","Suspensions","Percent","-9999"
"Eastford School District","","2013-2014","Suspensions","Percent","4.6"
"Eastford School District","","2014-2015","Suspensions","Percent","-9999"
"Eastford School District","","2015-2016","Suspensions","Percent","-9999"
"Eastford School District","","2016-2017","Suspensions","Percent","5.3"
"Eastford School District","","2017-2018","Suspensions","Percent","-9999"
"Eastford School District","","2018-2019","Suspensions","Percent","-9999"
"Eastford School District","","2019-2020","Suspensions","Percent","-9999"
"Easton School District","","2009-2010","Suspensions","Percent","1.1"
"Easton School District","","2010-2011","Suspensions","Percent","1.1"
"Easton School District","","2011-2012","Suspensions","Percent","1.2"
"Easton School District","","2012-2013","Suspensions","Percent","-9999"
"Easton School District","","2013-2014","Suspensions","Percent","2.2"
"Easton School District","","2014-2015","Suspensions","Percent","1.0"
"Easton School District","","2015-2016","Suspensions","Percent","1.3"
"Easton School District","","2016-2017","Suspensions","Percent","1.1"
"Easton School District","","2017-2018","Suspensions","Percent","1.5"
"Easton School District","","2018-2019","Suspensions","Percent","-9999"
"Easton School District","","2019-2020","Suspensions","Percent","-9999"
"Ellington School District","901325360","2009-2010","Suspensions","Percent","5.3"
"Ellington School District","901325360","2010-2011","Suspensions","Percent","5.8"
"Ellington School District","901325360","2011-2012","Suspensions","Percent","5.5"
"Ellington School District","901325360","2012-2013","Suspensions","Percent","4.6"
"Ellington School District","901325360","2013-2014","Suspensions","Percent","4.5"
"Ellington School District","901325360","2014-2015","Suspensions","Percent","4.2"
"Ellington School District","901325360","2015-2016","Suspensions","Percent","5.2"
"Ellington School District","901325360","2016-2017","Suspensions","Percent","6.2"
"Ellington School District","901325360","2017-2018","Suspensions","Percent","4.5"
"Ellington School District","901325360","2018-2019","Suspensions","Percent","5.6"
"Ellington School District","901325360","2019-2020","Suspensions","Percent","3.7"
"Elm City College Preparatory School District","","2009-2010","Suspensions","Percent","17.6"
"Elm City College Preparatory School District","","2010-2011","Suspensions","Percent","24.0"
"Elm City College Preparatory School District","","2011-2012","Suspensions","Percent","29.2"
"Elm City College Preparatory School District","","2012-2013","Suspensions","Percent","26.9"
"Elm City College Preparatory School District","","2013-2014","Suspensions","Percent","28.2"
"Elm City College Preparatory School District","","2014-2015","Suspensions","Percent","14.8"
"Elm City College Preparatory School District","","2015-2016","Suspensions","Percent","18.3"
"Elm City College Preparatory School District","","2016-2017","Suspensions","Percent","16.4"
"Elm City College Preparatory School District","","2017-2018","Suspensions","Percent","14.2"
"Elm City College Preparatory School District","","2018-2019","Suspensions","Percent","11.8"
"Elm City College Preparatory School District","","2019-2020","Suspensions","Percent","8.4"
"Elm City Montessori School District","","2009-2010","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2010-2011","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2011-2012","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2014-2015","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2015-2016","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2016-2017","Suspensions","Percent","4.7"
"Elm City Montessori School District","","2017-2018","Suspensions","Percent","8.6"
"Elm City Montessori School District","","2018-2019","Suspensions","Percent","-9999"
"Elm City Montessori School District","","2019-2020","Suspensions","Percent","-9999"
"Enfield School District","900325990","2009-2010","Suspensions","Percent","7.6"
"Enfield School District","900325990","2010-2011","Suspensions","Percent","8.8"
"Enfield School District","900325990","2011-2012","Suspensions","Percent","9.6"
"Enfield School District","900325990","2012-2013","Suspensions","Percent","9.7"
"Enfield School District","900325990","2013-2014","Suspensions","Percent","8.6"
"Enfield School District","900325990","2014-2015","Suspensions","Percent","8.1"
"Enfield School District","900325990","2015-2016","Suspensions","Percent","8.0"
"Enfield School District","900325990","2016-2017","Suspensions","Percent","7.6"
"Enfield School District","900325990","2017-2018","Suspensions","Percent","7.5"
"Enfield School District","900325990","2018-2019","Suspensions","Percent","8.4"
"Enfield School District","900325990","2019-2020","Suspensions","Percent","6.8"
"Essex School District","","2009-2010","Suspensions","Percent","-9999"
"Essex School District","","2010-2011","Suspensions","Percent","-9999"
"Essex School District","","2011-2012","Suspensions","Percent","-6666"
"Essex School District","","2012-2013","Suspensions","Percent","1.3"
"Essex School District","","2013-2014","Suspensions","Percent","1.2"
"Essex School District","","2014-2015","Suspensions","Percent","-9999"
"Essex School District","","2015-2016","Suspensions","Percent","-6666"
"Essex School District","","2016-2017","Suspensions","Percent","-9999"
"Essex School District","","2017-2018","Suspensions","Percent","-9999"
"Essex School District","","2018-2019","Suspensions","Percent","-6666"
"Essex School District","","2019-2020","Suspensions","Percent","-9999"
"Explorations District","","2009-2010","Suspensions","Percent","13.0"
"Explorations District","","2010-2011","Suspensions","Percent","41.3"
"Explorations District","","2011-2012","Suspensions","Percent","19.1"
"Explorations District","","2012-2013","Suspensions","Percent","23.2"
"Explorations District","","2013-2014","Suspensions","Percent","28.4"
"Explorations District","","2014-2015","Suspensions","Percent","15.3"
"Explorations District","","2015-2016","Suspensions","Percent","20.7"
"Explorations District","","2016-2017","Suspensions","Percent","17.4"
"Explorations District","","2017-2018","Suspensions","Percent","22.0"
"Explorations District","","2018-2019","Suspensions","Percent","12.5"
"Explorations District","","2019-2020","Suspensions","Percent","16.3"
"Fairfield School District","900126620","2009-2010","Suspensions","Percent","2.7"
"Fairfield School District","900126620","2010-2011","Suspensions","Percent","2.4"
"Fairfield School District","900126620","2011-2012","Suspensions","Percent","2.4"
"Fairfield School District","900126620","2012-2013","Suspensions","Percent","2.3"
"Fairfield School District","900126620","2013-2014","Suspensions","Percent","2.0"
"Fairfield School District","900126620","2014-2015","Suspensions","Percent","1.6"
"Fairfield School District","900126620","2015-2016","Suspensions","Percent","2.0"
"Fairfield School District","900126620","2016-2017","Suspensions","Percent","2.0"
"Fairfield School District","900126620","2017-2018","Suspensions","Percent","2.0"
"Fairfield School District","900126620","2018-2019","Suspensions","Percent","1.8"
"Fairfield School District","900126620","2019-2020","Suspensions","Percent","1.5"
"Farmington School District","900327600","2009-2010","Suspensions","Percent","2.9"
"Farmington School District","900327600","2010-2011","Suspensions","Percent","2.6"
"Farmington School District","900327600","2011-2012","Suspensions","Percent","1.9"
"Farmington School District","900327600","2012-2013","Suspensions","Percent","1.7"
"Farmington School District","900327600","2013-2014","Suspensions","Percent","1.9"
"Farmington School District","900327600","2014-2015","Suspensions","Percent","1.5"
"Farmington School District","900327600","2015-2016","Suspensions","Percent","1.4"
"Farmington School District","900327600","2016-2017","Suspensions","Percent","1.3"
"Farmington School District","900327600","2017-2018","Suspensions","Percent","1.1"
"Farmington School District","900327600","2018-2019","Suspensions","Percent","1.8"
"Farmington School District","900327600","2019-2020","Suspensions","Percent","1.3"
"Franklin School District","","2009-2010","Suspensions","Percent","-9999"
"Franklin School District","","2010-2011","Suspensions","Percent","-6666"
"Franklin School District","","2011-2012","Suspensions","Percent","-9999"
"Franklin School District","","2012-2013","Suspensions","Percent","-9999"
"Franklin School District","","2013-2014","Suspensions","Percent","4.3"
"Franklin School District","","2014-2015","Suspensions","Percent","3.9"
"Franklin School District","","2015-2016","Suspensions","Percent","5.3"
"Franklin School District","","2016-2017","Suspensions","Percent","4.8"
"Franklin School District","","2017-2018","Suspensions","Percent","-9999"
"Franklin School District","","2018-2019","Suspensions","Percent","-9999"
"Franklin School District","","2019-2020","Suspensions","Percent","-9999"
"Glastonbury School District","900331240","2009-2010","Suspensions","Percent","2.2"
"Glastonbury School District","900331240","2010-2011","Suspensions","Percent","2.0"
"Glastonbury School District","900331240","2011-2012","Suspensions","Percent","2.0"
"Glastonbury School District","900331240","2012-2013","Suspensions","Percent","1.7"
"Glastonbury School District","900331240","2013-2014","Suspensions","Percent","2.0"
"Glastonbury School District","900331240","2014-2015","Suspensions","Percent","1.6"
"Glastonbury School District","900331240","2015-2016","Suspensions","Percent","1.1"
"Glastonbury School District","900331240","2016-2017","Suspensions","Percent","2.3"
"Glastonbury School District","900331240","2017-2018","Suspensions","Percent","2.5"
"Glastonbury School District","900331240","2018-2019","Suspensions","Percent","3.4"
"Glastonbury School District","900331240","2019-2020","Suspensions","Percent","2.1"
"Granby School District","900332640","2009-2010","Suspensions","Percent","2.2"
"Granby School District","900332640","2010-2011","Suspensions","Percent","2.8"
"Granby School District","900332640","2011-2012","Suspensions","Percent","2.3"
"Granby School District","900332640","2012-2013","Suspensions","Percent","1.9"
"Granby School District","900332640","2013-2014","Suspensions","Percent","2.3"
"Granby School District","900332640","2014-2015","Suspensions","Percent","2.7"
"Granby School District","900332640","2015-2016","Suspensions","Percent","3.2"
"Granby School District","900332640","2016-2017","Suspensions","Percent","4.1"
"Granby School District","900332640","2017-2018","Suspensions","Percent","2.8"
"Granby School District","900332640","2018-2019","Suspensions","Percent","2.4"
"Granby School District","900332640","2019-2020","Suspensions","Percent","2.4"
"Great Oaks Charter School Bridgeport","","2009-2010","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2010-2011","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2011-2012","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2014-2015","Suspensions","Percent","45.1"
"Great Oaks Charter School Bridgeport","","2015-2016","Suspensions","Percent","33.5"
"Great Oaks Charter School Bridgeport","","2016-2017","Suspensions","Percent","38.5"
"Great Oaks Charter School Bridgeport","","2017-2018","Suspensions","Percent","28.1"
"Great Oaks Charter School Bridgeport","","2018-2019","Suspensions","Percent","15.1"
"Great Oaks Charter School Bridgeport","","2019-2020","Suspensions","Percent","14.3"
"Greenwich School District","900133620","2009-2010","Suspensions","Percent","2.6"
"Greenwich School District","900133620","2010-2011","Suspensions","Percent","2.9"
"Greenwich School District","900133620","2011-2012","Suspensions","Percent","2.3"
"Greenwich School District","900133620","2012-2013","Suspensions","Percent","1.9"
"Greenwich School District","900133620","2013-2014","Suspensions","Percent","1.3"
"Greenwich School District","900133620","2014-2015","Suspensions","Percent","1.4"
"Greenwich School District","900133620","2015-2016","Suspensions","Percent","1.1"
"Greenwich School District","900133620","2016-2017","Suspensions","Percent","1.5"
"Greenwich School District","900133620","2017-2018","Suspensions","Percent","2.0"
"Greenwich School District","900133620","2018-2019","Suspensions","Percent","1.4"
"Greenwich School District","900133620","2019-2020","Suspensions","Percent","1.3"
"Griswold School District","901133900","2009-2010","Suspensions","Percent","11.9"
"Griswold School District","901133900","2010-2011","Suspensions","Percent","11.5"
"Griswold School District","901133900","2011-2012","Suspensions","Percent","12.0"
"Griswold School District","901133900","2012-2013","Suspensions","Percent","8.8"
"Griswold School District","901133900","2013-2014","Suspensions","Percent","8.3"
"Griswold School District","901133900","2014-2015","Suspensions","Percent","7.3"
"Griswold School District","901133900","2015-2016","Suspensions","Percent","6.2"
"Griswold School District","901133900","2016-2017","Suspensions","Percent","6.1"
"Griswold School District","901133900","2017-2018","Suspensions","Percent","6.7"
"Griswold School District","901133900","2018-2019","Suspensions","Percent","7.3"
"Griswold School District","901133900","2019-2020","Suspensions","Percent","5.1"
"Groton School District","901134250","2009-2010","Suspensions","Percent","7.7"
"Groton School District","901134250","2010-2011","Suspensions","Percent","8.0"
"Groton School District","901134250","2011-2012","Suspensions","Percent","8.4"
"Groton School District","901134250","2012-2013","Suspensions","Percent","7.8"
"Groton School District","901134250","2013-2014","Suspensions","Percent","6.8"
"Groton School District","901134250","2014-2015","Suspensions","Percent","8.4"
"Groton School District","901134250","2015-2016","Suspensions","Percent","7.5"
"Groton School District","901134250","2016-2017","Suspensions","Percent","7.6"
"Groton School District","901134250","2017-2018","Suspensions","Percent","6.9"
"Groton School District","901134250","2018-2019","Suspensions","Percent","7.1"
"Groton School District","901134250","2019-2020","Suspensions","Percent","4.6"
"Guilford School District","900934950","2009-2010","Suspensions","Percent","2.7"
"Guilford School District","900934950","2010-2011","Suspensions","Percent","2.8"
"Guilford School District","900934950","2011-2012","Suspensions","Percent","2.9"
"Guilford School District","900934950","2012-2013","Suspensions","Percent","2.6"
"Guilford School District","900934950","2013-2014","Suspensions","Percent","2.3"
"Guilford School District","900934950","2014-2015","Suspensions","Percent","2.2"
"Guilford School District","900934950","2015-2016","Suspensions","Percent","2.3"
"Guilford School District","900934950","2016-2017","Suspensions","Percent","1.8"
"Guilford School District","900934950","2017-2018","Suspensions","Percent","1.9"
"Guilford School District","900934950","2018-2019","Suspensions","Percent","2.2"
"Guilford School District","900934950","2019-2020","Suspensions","Percent","2.2"
"Hamden School District","900935650","2009-2010","Suspensions","Percent","12.9"
"Hamden School District","900935650","2010-2011","Suspensions","Percent","12.6"
"Hamden School District","900935650","2011-2012","Suspensions","Percent","11.0"
"Hamden School District","900935650","2012-2013","Suspensions","Percent","10.6"
"Hamden School District","900935650","2013-2014","Suspensions","Percent","9.7"
"Hamden School District","900935650","2014-2015","Suspensions","Percent","8.1"
"Hamden School District","900935650","2015-2016","Suspensions","Percent","8.1"
"Hamden School District","900935650","2016-2017","Suspensions","Percent","8.3"
"Hamden School District","900935650","2017-2018","Suspensions","Percent","8.7"
"Hamden School District","900935650","2018-2019","Suspensions","Percent","8.5"
"Hamden School District","900935650","2019-2020","Suspensions","Percent","5.7"
"Hampton School District","","2009-2010","Suspensions","Percent","4.3"
"Hampton School District","","2010-2011","Suspensions","Percent","-9999"
"Hampton School District","","2011-2012","Suspensions","Percent","-9999"
"Hampton School District","","2012-2013","Suspensions","Percent","-6666"
"Hampton School District","","2013-2014","Suspensions","Percent","-6666"
"Hampton School District","","2014-2015","Suspensions","Percent","-6666"
"Hampton School District","","2015-2016","Suspensions","Percent","-9999"
"Hampton School District","","2016-2017","Suspensions","Percent","-6666"
"Hampton School District","","2017-2018","Suspensions","Percent","-6666"
"Hampton School District","","2018-2019","Suspensions","Percent","-6666"
"Hampton School District","","2019-2020","Suspensions","Percent","-9999"
"Hartford School District","900337070","2009-2010","Suspensions","Percent","21.3"
"Hartford School District","900337070","2010-2011","Suspensions","Percent","17.3"
"Hartford School District","900337070","2011-2012","Suspensions","Percent","17.7"
"Hartford School District","900337070","2012-2013","Suspensions","Percent","17.2"
"Hartford School District","900337070","2013-2014","Suspensions","Percent","17.3"
"Hartford School District","900337070","2014-2015","Suspensions","Percent","16.2"
"Hartford School District","900337070","2015-2016","Suspensions","Percent","14.3"
"Hartford School District","900337070","2016-2017","Suspensions","Percent","13.7"
"Hartford School District","900337070","2017-2018","Suspensions","Percent","12.4"
"Hartford School District","900337070","2018-2019","Suspensions","Percent","12.1"
"Hartford School District","900337070","2019-2020","Suspensions","Percent","10.3"
"Hartland School District","","2009-2010","Suspensions","Percent","-9999"
"Hartland School District","","2010-2011","Suspensions","Percent","-6666"
"Hartland School District","","2011-2012","Suspensions","Percent","-9999"
"Hartland School District","","2012-2013","Suspensions","Percent","-9999"
"Hartland School District","","2013-2014","Suspensions","Percent","-9999"
"Hartland School District","","2014-2015","Suspensions","Percent","-6666"
"Hartland School District","","2015-2016","Suspensions","Percent","-9999"
"Hartland School District","","2016-2017","Suspensions","Percent","4.7"
"Hartland School District","","2017-2018","Suspensions","Percent","-9999"
"Hartland School District","","2018-2019","Suspensions","Percent","-9999"
"Hartland School District","","2019-2020","Suspensions","Percent","-9999"
"Hebron School District","","2009-2010","Suspensions","Percent","-9999"
"Hebron School District","","2010-2011","Suspensions","Percent","-9999"
"Hebron School District","","2011-2012","Suspensions","Percent","-9999"
"Hebron School District","","2012-2013","Suspensions","Percent","-9999"
